Calendar day,sales,complaints
2017-06-10,140.2687332618948,1
2017-06-11,144.41879580494773,3
2017-06-12,143.84745530087727,4
2017-06-13,146.4715195386309,8
2017-06-14,122.5853750325675,4
2017-06-15,172.72961847888445,5
2017-06-16,109.34187166603961,41
2017-06-17,106.70279355435453,7
2017-06-18,122.46232726380072,5
2017-06-19,106.87446171291877,1
2017-06-20,107.42585642456258,37
2017-06-21,102.15455676192103,10
2017-06-22,115.33882940101194,2
2017-06-23,105.99080065801212,6
2017-06-24,105.95223758439514,25
2017-06-25,104.3123817083838,3
2017-06-26,109.8705768549366,0
2017-06-27,120.69748889322392,1
2017-06-28,137.0172042181785,8
2017-06-29,113.65658527952729,7
2017-06-30,123.95377761095331,10
2017-07-01,140.79787077374442,1
2017-07-02,143.49237564684995,4
2017-07-03,149.7002044833531,2
2017-07-04,130.59899333733074,5
2017-07-05,145.38630153877196,0
2017-07-06,147.45985299033163,7
2017-07-07,140.3980195556365,3
2017-07-08,151.38401428118124,6
2017-07-09,141.949065068629,33
2017-07-10,138.6538288239266,9
2017-07-11,125.62319320710718,3
2017-07-12,143.59217135825995,5
2017-07-13,125.423906407325,2
2017-07-14,131.60924572757912,9
2017-07-15,111.36161385836489,2
2017-07-16,125.91650153932076,10
2017-07-17,112.20772353979218,8
2017-07-18,104.83077668012618,5
2017-07-19,111.82360054223548,7
2017-07-20,109.0401604894344,3
2017-07-21,104.25954867216804,33
2017-07-22,101.83829214188107,24
2017-07-23,98.79405949556178,4
2017-07-24,106.5618245628853,2
2017-07-25,111.84627325029933,9
2017-07-26,121.64815587676985,22
2017-07-27,123.42564131603577,8
2017-07-28,120.73438456578285,18
2017-07-29,115.20089173826098,0
2017-07-30,145.34038959494887,7
2017-07-31,135.0371546348288,2
2017-08-01,136.59369491507277,10
2017-08-02,140.67244573571105,5
2017-08-03,141.26978108310462,8
2017-08-04,155.9577048659386,52
2017-08-05,146.01598680969013,9
2017-08-06,156.66390342748366,6
2017-08-07,155.69790164610382,3
2017-08-08,153.39313385884805,9
2017-08-09,132.02233946796466,7
2017-08-10,144.16359081960772,6
2017-08-11,137.86311557271617,3
2017-08-12,134.30512149894108,0
2017-08-13,127.45231276691322,0
2017-08-14,110.72469853617928,4
2017-08-15,144.77701526870652,4
2017-08-16,117.66004924699602,7
2017-08-17,118.61327386240973,4
2017-08-18,109.74190761311434,6
2017-08-19,102.90481656075285,0
2017-08-20,91.10276819030659,2
2017-08-21,98.82465405016292,17
2017-08-22,101.89869331858736,7
2017-08-23,107.16641614931073,7
2017-08-24,107.55056423426753,9
2017-08-25,90.89140020994328,10
2017-08-26,117.19285541601383,5
2017-08-27,112.92623462685702,9
2017-08-28,122.28612241407592,47
2017-08-29,132.72404022261412,50
2017-08-30,134.57811247747978,9
2017-08-31,130.184071852658,5
2017-09-01,145.99235408568725,8
2017-09-02,149.45932538811985,3
2017-09-03,143.79315055587406,7
2017-09-04,136.66163677829928,0
2017-09-05,150.93339506938742,7
2017-09-06,157.7764358479204,5
2017-09-07,145.40932270801304,10
2017-09-08,160.39801659243,4
2017-09-09,139.0744349385264,2
2017-09-10,136.9791422751324,6
2017-09-11,136.00140290185973,10
2017-09-12,126.86823107937818,1
2017-09-13,113.85840950546516,38
2017-09-14,116.93686074431177,7
2017-09-15,112.24552558464238,3
2017-09-16,113.63250035880004,22
2017-09-17,110.98726658946512,0
2017-09-18,96.07560460404771,0
2017-09-19,106.90146532521335,10
2017-09-20,103.15677980893443,3
2017-09-21,99.1018783745318,10
2017-09-22,109.9272952554279,8
2017-09-23,116.72598213823065,4
2017-09-24,95.56788073800912,2
2017-09-25,107.9253592641558,9
2017-09-26,126.77376949949358,1
2017-09-27,132.27878566946825,42
2017-09-28,136.7746684014354,2
2017-09-29,135.00884506515243,0
2017-09-30,133.47177823008093,6
2017-10-01,150.70373347911513,0
2017-10-02,143.74969851877108,5
2017-10-03,148.86726654599255,1
2017-10-04,145.6861086967629,1
2017-10-05,140.63140014590732,0
2017-10-06,147.32152966093108,26
2017-10-07,149.32967858354442,24
2017-10-08,142.93171295351695,20
2017-10-09,132.10083648918553,0
2017-10-10,141.59081278880183,0
2017-10-11,128.34456253425753,3
2017-10-12,130.58490830361106,2
2017-10-13,119.71028365047512,7
2017-10-14,121.6703245214082,4
2017-10-15,103.83200872201301,3
2017-10-16,108.00880582281205,7
2017-10-17,103.16014968696133,4
2017-10-18,97.13806382399547,8
2017-10-19,91.73293774923253,2
2017-10-20,96.71612944323677,1
2017-10-21,101.81809352366172,9
2017-10-22,94.21431414675284,6
2017-10-23,111.47155049643192,2
2017-10-24,101.21237057696929,5
2017-10-25,118.12972108548566,3
2017-10-26,116.97451384727346,4
2017-10-27,129.77360497136175,28
2017-10-28,123.19123987773115,23
2017-10-29,135.79244074395712,1
2017-10-30,134.2862423236606,4
2017-10-31,139.75161805034173,2
2017-11-01,201.96596077124767,4
2017-11-02,155.49401326594344,1
2017-11-03,148.00390954958735,10
2017-11-04,144.71770338217195,44
2017-11-05,149.92829174808924,0
2017-11-06,143.62568885531323,5
2017-11-07,147.10984152656013,5
2017-11-08,134.9695065140204,28
2017-11-09,131.24559507959145,1
2017-11-10,127.27711072606839,8
2017-11-11,186.8010070647673,2
2017-11-12,123.83867124433206,7
2017-11-13,115.53074968774479,2
2017-11-14,121.56357460729387,6
2017-11-15,109.9437746261836,7
2017-11-16,96.7651894418061,8
2017-11-17,109.64329240666551,7
2017-11-18,107.59964555959066,1
2017-11-19,111.58049845912939,3
2017-11-20,105.30456942582283,7
2017-11-21,91.41999110343873,0
2017-11-22,110.68733805097575,1
2017-11-23,107.40707182785852,10
2017-11-24,109.82538780288142,9
2017-11-25,121.01545362011285,48
2017-11-26,124.22840258230987,3
2017-11-27,145.3056902240176,6
2017-11-28,144.53877897238888,0
2017-11-29,136.1651039969468,36
2017-11-30,143.0232685980298,6
2017-12-01,143.75446699117992,9
2017-12-02,146.85688245664196,7
2017-12-03,158.60851561942243,4
2017-12-04,144.28578039610187,10
2017-12-05,145.07690051769148,23
2017-12-06,155.0961152009025,4
2017-12-07,141.2639739192184,5
2017-12-08,137.76243705321892,3
2017-12-09,140.94411353009554,30
2017-12-10,129.07775804731386,4
2017-12-11,129.14998197032443,9
2017-12-12,108.24527613316552,3
2017-12-13,111.0211681285351,6
2017-12-14,111.86459766944715,8
2017-12-15,105.3191344937919,4
2017-12-16,105.63391557816223,5
2017-12-17,92.53746949909517,2
2017-12-18,101.82594500355707,1
2017-12-19,99.0179404936971,9
2017-12-20,103.96291188418198,8
2017-12-21,104.87217442057208,5
2017-12-22,121.45580484431403,6
2017-12-23,108.53502358702595,7
2017-12-24,118.65382737252307,5
2017-12-25,186.42136792298217,0
2017-12-26,198.0898534604017,2
2017-12-27,134.12675084898763,0
2017-12-28,140.94637502687198,43
2017-12-29,128.11135454677643,6
2017-12-30,148.6385507705574,0
2017-12-31,158.26505399059275,1
2018-01-01,220.39618813191737,1
2018-01-02,148.63086500471627,10
2018-01-03,163.4090761787141,54
2018-01-04,157.06910822278445,0
2018-01-05,134.79161594446663,10
2018-01-06,216.27055458417917,3
2018-01-07,135.18695501508017,9
2018-01-08,144.87485348764488,1
2018-01-09,138.6533496035143,5
2018-01-10,122.60816547030716,5
2018-01-11,118.82962607899616,10
2018-01-12,123.75919668267855,7
2018-01-13,104.58026550179056,2
2018-01-14,109.10506429857224,2
2018-01-15,114.33983462010833,2
2018-01-16,93.3470923223321,6
2018-01-17,105.26512806200166,7
2018-01-18,104.5106488205171,3
2018-01-19,110.00457995278822,7
2018-01-20,97.30390135948868,9
2018-01-21,104.98508209469587,56
2018-01-22,106.04473899840963,1
2018-01-23,104.21668986393517,55
2018-01-24,123.86940514062718,10
2018-01-25,114.1410471730138,9
2018-01-26,138.53693825483543,1
2018-01-27,123.76363183909896,8
2018-01-28,143.8423629165586,5
2018-01-29,131.1833225681623,0
2018-01-30,145.84979293499129,8
2018-01-31,149.43012975048617,10
2018-02-01,139.5090247957964,6
2018-02-02,152.45637318965404,7
2018-02-03,154.0725810792642,7
2018-02-04,146.53955683342218,17
2018-02-05,138.3810056860797,2
2018-02-06,130.67634987043718,4
2018-02-07,131.1011326972423,39
2018-02-08,131.67023245369302,10
2018-02-09,123.06857109198012,9
2018-02-10,124.86608347214792,3
2018-02-11,108.68109871347257,5
2018-02-12,107.65945578708043,9
2018-02-13,105.92524832062078,5
2018-02-14,108.02788270928518,7
2018-02-15,99.75399735775774,16
2018-02-16,104.03940376869143,3
2018-02-17,92.29305939982324,3
2018-02-18,106.62387115534263,5
2018-02-19,109.2403953249238,3
2018-02-20,113.26839322059625,4
2018-02-21,111.54556992591989,6
2018-02-22,113.53254736808593,5
2018-02-23,113.00334916656377,48
2018-02-24,134.4020584455052,42
2018-02-25,136.43447273899062,43
2018-02-26,130.12407108683303,7
2018-02-27,133.942975181166,26
2018-02-28,149.81084810239264,1
2018-03-01,147.56254537227838,2
2018-03-02,145.98918489786723,3
2018-03-03,152.8090483641241,1
2018-03-04,146.88209813642618,8
2018-03-05,137.62313862512383,27
2018-03-06,141.0380874039159,3
2018-03-07,145.97908721440052,2
2018-03-08,145.93092172370342,4
2018-03-09,134.52901408565327,5
2018-03-10,124.55746917769625,1
2018-03-11,123.81402418951001,4
2018-03-12,124.80953116543071,3
2018-03-13,120.1913373444412,7
2018-03-14,113.31208092592708,7
2018-03-15,100.37761160716184,4
2018-03-16,94.92280358876529,0
2018-03-17,106.32824097973895,1
2018-03-18,98.26593603739538,6
2018-03-19,103.57155879091928,4
2018-03-20,100.8463692203361,54
2018-03-21,112.05860430017103,8
2018-03-22,97.49555495100351,0
2018-03-23,113.59322455593384,10
2018-03-24,120.49620760233184,9
2018-03-25,114.77672388494373,10
2018-03-26,122.16652901363706,8
2018-03-27,141.35053650519112,3
2018-03-28,144.4331042874783,32
2018-03-29,144.7501867749343,10
2018-03-30,138.10814895125552,5
2018-03-31,150.90325586407508,4
2018-04-01,242.83617349047398,2
2018-04-02,229.80179282086476,8
2018-04-03,139.39089053202227,5
2018-04-04,147.57462219403092,0
2018-04-05,144.00864139566232,6
2018-04-06,147.64448379804605,2
2018-04-07,151.48624372312207,1
2018-04-08,134.78036114975572,3
2018-04-09,146.3064922162108,7
2018-04-10,129.38686898080994,3
2018-04-11,117.30972420753311,2
2018-04-12,106.58554768028023,6
2018-04-13,110.88117320717627,9
2018-04-14,103.76235663627487,7
2018-04-15,115.99911171539193,1
2018-04-16,110.75046437469585,0
2018-04-17,95.67010483039066,5
2018-04-18,95.75056878429503,28
2018-04-19,98.12356790548549,8
2018-04-20,107.9130273210122,10
2018-04-21,111.96547697821809,7
2018-04-22,106.02836323561738,1
2018-04-23,121.50753627719871,9
2018-04-24,120.09852702223408,3
2018-04-25,128.97307215761762,4
2018-04-26,125.00196082463083,0
2018-04-27,132.95625210790723,5
2018-04-28,140.3740131480621,3
2018-04-29,144.5910158671643,7
2018-04-30,140.81881432233206,10
2018-05-01,229.1958446085598,4
2018-05-02,147.95947536361044,2
2018-05-03,224.92694784999702,5
2018-05-04,137.55849006561894,0
2018-05-05,146.24583771896272,2
2018-05-06,144.05957417706236,7
2018-05-07,141.66170657876634,0
2018-05-08,125.13979082380708,0
2018-05-09,128.66361947959334,10
2018-05-10,122.81570836424619,0
2018-05-11,118.0156228069955,10
2018-05-12,119.99311345125157,3
2018-05-13,111.38407149601287,2
2018-05-14,111.66602017367055,2
2018-05-15,113.41431728708704,6
2018-05-16,103.48598537387198,6
2018-05-17,90.32952978548794,8
2018-05-18,94.68938590936999,10
2018-05-19,102.90970983977428,0
2018-05-20,173.29985370959685,1
2018-05-21,114.2869895237375,6
2018-05-22,107.34648228388292,8
2018-05-23,126.67613167935173,10
2018-05-24,123.53528078186793,27
2018-05-25,129.4526526085315,2
2018-05-26,132.7978182292016,0
2018-05-27,127.60344899722958,2
2018-05-28,143.44490785039454,10
2018-05-29,150.21867038395672,1
2018-05-30,141.37041921004368,9
2018-05-31,221.8325999442028,10
2018-06-01,145.98501056441683,2
2018-06-02,146.41008219888158,0
2018-06-03,142.3591069762846,18
2018-06-04,146.96412659663363,35
2018-06-05,136.73322372142985,10
2018-06-06,149.12108875424443,3
2018-06-07,143.4870638816893,2
2018-06-08,135.51942523637965,6
2018-06-09,121.03151177569937,7
2018-06-10,114.70433432448354,0
2018-06-11,129.51642004749675,4
2018-06-12,112.17949336491765,0
2018-06-13,103.1137068967078,9
2018-06-14,103.41761800200196,45
2018-06-15,100.75290541682153,1
2018-06-16,100.64373364361265,34
2018-06-17,98.99389362121758,0
2018-06-18,99.20211657513117,10
2018-06-19,122.49316555252152,4
2018-06-20,101.14812346320494,3
2018-06-21,112.45885925976049,8
2018-06-22,113.35332342462151,4
2018-06-23,121.60746205331259,9
2018-06-24,129.51133424044235,3
2018-06-25,128.93232748830837,8
2018-06-26,122.52319175393936,5
2018-06-27,134.99152454281364,2
2018-06-28,159.0909453616658,0
2018-06-29,141.8615039103486,0
2018-06-30,145.67986763345715,5
2018-07-01,155.57098967604094,10
2018-07-02,147.26798071450452,7
2018-07-03,161.63012824615402,9
2018-07-04,151.15045947466828,21
2018-07-05,149.72107448279382,27
2018-07-06,142.5362214435893,5
2018-07-07,144.8358034043211,7
2018-07-08,132.56282956985567,10
2018-07-09,117.20378970796665,4
2018-07-10,122.18683540272706,40
2018-07-11,122.25135027192533,4
2018-07-12,119.44447678125596,2
2018-07-13,108.998891510559,1
2018-07-14,103.64180693313891,2
2018-07-15,99.38453260802561,8
2018-07-16,99.87818176051672,8
2018-07-17,117.47048604198187,6
2018-07-18,95.89608677958512,31
2018-07-19,107.96499980436066,4
2018-07-20,110.74880790064626,8
2018-07-21,110.5677193226838,5
2018-07-22,111.07149604612871,6
2018-07-23,119.03733386173718,0
2018-07-24,134.47127842359944,2
2018-07-25,129.7512692416038,9
2018-07-26,140.01225079525565,7
2018-07-27,136.17827225094732,8
2018-07-28,142.9738081901695,10
2018-07-29,153.5360459561145,3
2018-07-30,146.58810276730023,5
2018-07-31,155.50087936688166,2
2018-08-01,140.98593043499602,10
2018-08-02,154.36634787574667,32
2018-08-03,147.9776839759002,9
2018-08-04,144.7317633347685,4
2018-08-05,142.8827005233913,44
2018-08-06,140.83318575597795,3
2018-08-07,137.78557308883614,7
2018-08-08,123.97859411746394,1
2018-08-09,123.16961484029173,2
2018-08-10,110.86329582246312,1
2018-08-11,125.18255833427018,10
2018-08-12,104.99423677523369,4
2018-08-13,96.1017926555363,5
2018-08-14,93.77488923312102,1
2018-08-15,145.980012788271,33
2018-08-16,115.92601028173515,3
2018-08-17,106.74504309008735,6
2018-08-18,113.25641925777425,10
2018-08-19,113.00115684062756,6
2018-08-20,119.02443227521562,0
2018-08-21,94.25108031750472,5
2018-08-22,129.52854090166798,2
2018-08-23,125.84301513592094,4
2018-08-24,131.2316281034683,0
2018-08-25,131.5656627389887,8
2018-08-26,127.69777238000236,1
2018-08-27,137.55133042970422,5
2018-08-28,142.21553248028795,1
2018-08-29,151.6449719122065,1
2018-08-30,134.66399384039644,18
2018-08-31,146.41126029369116,5
2018-09-01,153.0731828536476,2
2018-09-02,146.52550947958477,10
2018-09-03,145.84558521974728,10
2018-09-04,154.05187819133116,2
2018-09-05,135.9352519928655,4
2018-09-06,138.20164458837272,2
2018-09-07,132.83988828302114,2
2018-09-08,122.6439903577656,10
2018-09-09,113.89141463957041,0
2018-09-10,117.4800896905826,53
2018-09-11,96.00222004271284,10
2018-09-12,94.82816530779068,2
2018-09-13,109.22454176631918,9
2018-09-14,105.85757001678199,1
2018-09-15,101.21181106138243,4
2018-09-16,90.25425368617817,4
2018-09-17,88.45385113645335,4
2018-09-18,99.82908056316231,8
2018-09-19,110.41461941675308,2
2018-09-20,119.7849316480241,7
2018-09-21,128.7712039569966,0
2018-09-22,125.20129828854458,2
2018-09-23,126.1651071001155,0
2018-09-24,136.32464603917433,5
2018-09-25,147.08219330652827,1
2018-09-26,147.74321465000259,7
2018-09-27,148.58915807017553,7
2018-09-28,144.61045856314445,5
2018-09-29,145.11038995474743,2
2018-09-30,140.90464919409732,23
2018-10-01,162.7340428196457,8
2018-10-02,141.2705971913144,1
2018-10-03,151.21335888581172,9
2018-10-04,149.70799177683745,7
2018-10-05,136.57300258875065,6
2018-10-06,133.2248871157674,10
2018-10-07,129.8043654455146,5
2018-10-08,121.23307019944896,2
2018-10-09,116.25726322881326,0
2018-10-10,108.20258125823808,9
2018-10-11,105.97197952210195,6
2018-10-12,111.81025235764781,4
2018-10-13,102.72843275188228,0
2018-10-14,108.85646974578331,2
2018-10-15,103.96061017235449,1
2018-10-16,94.91314843074103,7
2018-10-17,92.67942466409195,9
2018-10-18,109.46096008701225,10
2018-10-19,110.63267887974992,7
2018-10-20,107.67008706100204,0
2018-10-21,140.61705509996077,4
2018-10-22,123.8417659031938,22
2018-10-23,129.3655793995071,12
2018-10-24,151.69932568767612,2
2018-10-25,130.6776036855509,10
2018-10-26,134.80583975982302,5
2018-10-27,144.49273248199373,8
2018-10-28,155.8159725960187,7
2018-10-29,155.9265139399051,0
2018-10-30,152.26599375427955,6
2018-10-31,147.21367818445694,47
2018-11-01,227.56823323423967,1
2018-11-02,151.10603596916235,1
2018-11-03,136.07154638457718,1
2018-11-04,134.60228794493153,0
2018-11-05,137.8726132773286,8
2018-11-06,124.62810020441424,4
2018-11-07,119.28839492592289,0
2018-11-08,102.51940057060149,2
2018-11-09,103.47941513446614,2
2018-11-10,97.5724346394462,2
2018-11-11,164.34386368749523,3
2018-11-12,150.17696912592476,9
2018-11-13,95.37967036933749,0
2018-11-14,95.64933416016534,10
2018-11-15,110.3262670909409,0
2018-11-16,108.77182013628268,10
2018-11-17,122.88401443263953,2
2018-11-18,114.42017835568664,5
2018-11-19,113.2435522772887,6
2018-11-20,124.07617399746456,9
2018-11-21,130.59081610789866,9
2018-11-22,133.7871345791046,2
2018-11-23,144.87551657664724,0
2018-11-24,138.91918636984528,2
2018-11-25,147.98594988347227,30
2018-11-26,151.28494480501845,21
2018-11-27,153.01605735013283,1
2018-11-28,151.94339364079443,2
2018-11-29,141.40959052775466,10
2018-11-30,144.77739993250006,0
2018-12-01,152.55578818138864,9
2018-12-02,147.3142535433234,5
2018-12-03,132.47016873418212,2
2018-12-04,148.93319773928644,3
2018-12-05,124.30441625061889,1
2018-12-06,119.08209269180709,9
2018-12-07,124.17514567222604,1
2018-12-08,122.3307178160416,6
2018-12-09,120.64215368646177,6
2018-12-10,106.53399460752613,6
2018-12-11,103.46523557126118,7
2018-12-12,100.765587331927,35
2018-12-13,101.06458339930595,4
2018-12-14,101.63169217745268,5
2018-12-15,96.97232724282618,9
2018-12-16,102.12561551199269,7
2018-12-17,101.80229495713783,34
2018-12-18,102.22399596126304,6
2018-12-19,124.62029967691618,1
2018-12-20,112.95096793372484,0
2018-12-21,124.1489821233525,42
2018-12-22,119.50506544216907,6
2018-12-23,137.20396465015676,1
2018-12-24,144.9962205593994,9
2018-12-25,213.9022600209019,2
2018-12-26,209.3946503161087,6
2018-12-27,129.49482605547487,4
2018-12-28,161.22446348025747,1
2018-12-29,151.49622291692017,5
2018-12-30,161.33609906552005,5
2018-12-31,152.43162505227428,10
2019-01-01,190.7223645610112,0
2019-01-02,142.23047717260766,4
2019-01-03,138.70008735585378,9
2019-01-04,131.40300172090917,6
2019-01-05,121.88721699474729,4
2019-01-06,197.39248205702745,0
2019-01-07,119.53272481209957,4
2019-01-08,107.08398426670765,3
2019-01-09,108.09655389619455,2
2019-01-10,99.7054995207151,5
2019-01-11,102.69498006579667,6
2019-01-12,108.80898112169326,21
2019-01-13,116.67057831513996,6
2019-01-14,101.07277989996615,8
2019-01-15,101.08485846928505,2
2019-01-16,116.68676244093193,21
2019-01-17,105.44651060739756,7
2019-01-18,103.94100788720375,9
2019-01-19,115.0145954901981,5
2019-01-20,120.04256686132294,6
2019-01-21,122.48548247751386,4
2019-01-22,138.61630490385627,5
2019-01-23,137.22364630629306,5
2019-01-24,154.97502558243215,2
2019-01-25,149.472574055505,8
2019-01-26,140.34656174867385,6
2019-01-27,143.14625286242503,7
2019-01-28,148.13694018669483,6
2019-01-29,147.52671311426127,1
2019-01-30,155.2187517349793,2
2019-01-31,144.5475574535752,9
2019-02-01,124.69069390562198,8
2019-02-02,142.7460165904385,10
2019-02-03,131.55078719030618,9
2019-02-04,131.01994541508577,8
2019-02-05,132.06771142861518,9
2019-02-06,124.6169618963997,1
2019-02-07,110.97015381804546,0
2019-02-08,102.4984805649691,5
2019-02-09,98.50046318565647,7
2019-02-10,98.74255998964001,10
2019-02-11,97.24794136318631,9
2019-02-12,94.08847079891218,10
2019-02-13,108.78608680867586,3
2019-02-14,109.69160031898542,8
2019-02-15,93.66422003426882,1
2019-02-16,113.96045417153495,8
2019-02-17,120.50978874992394,22
2019-02-18,121.0413459241179,8
2019-02-19,118.10299162541477,10
2019-02-20,128.47510163729217,10
2019-02-21,138.4511539386397,0
2019-02-22,138.24864058495723,6
2019-02-23,144.9519374932329,7
2019-02-24,142.70624373559247,6
2019-02-25,140.66494722086452,1
2019-02-26,138.0080262395408,6
2019-02-27,141.36659339098122,8
2019-02-28,144.2107433765582,0
2019-03-01,152.13812031054218,1
2019-03-02,149.5286141149991,8
2019-03-03,132.39152818303768,10
2019-03-04,140.3096529710445,4
2019-03-05,120.46646394562445,8
2019-03-06,127.18934333444062,4
2019-03-07,113.14185691991563,2
2019-03-08,127.18669633271412,1
2019-03-09,93.69580198746472,9
2019-03-10,99.28479465494193,48
2019-03-11,99.91730073633255,3
2019-03-12,105.35977976951328,4
2019-03-13,108.60020585533215,1
2019-03-14,105.39901193346039,0
2019-03-15,87.76100835770268,2
2019-03-16,111.01726296558967,38
2019-03-17,105.69166123082638,8
2019-03-18,94.04715601071702,9
2019-03-19,114.57566339517142,1
2019-03-20,123.06764186020615,8
2019-03-21,126.63911712282058,5
2019-03-22,134.73293558386018,34
2019-03-23,147.67441430757785,7
2019-03-24,143.79226426285115,4
2019-03-25,135.26846231148824,0
2019-03-26,146.17299669885483,8
2019-03-27,148.62930359895276,47
2019-03-28,146.0690545012435,6
2019-03-29,155.9878867289759,5
2019-03-30,148.22791743272865,2
2019-03-31,152.00104708987226,3
2019-04-01,140.80552551282705,7
2019-04-02,156.52294584625838,5
